Arrondissement,Nom,Derniére Mise à jour,Type,Adresse,Ouvert,Deblaye
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de glissade, Parc Confédération ()",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de glissade, Parc Confédération ()",2021,,,"
     None
    ","
     0
    "
   Lachine  ,"Aire de glissade, Parc Grovehill ()",2021,,,"
     1
    ","
     0
    "
   Lachine  ,"Aire de glissade, Parc Grovehill ()",2021,,,"
     1
    ","
     0
    "
   Lachine  ,"Aire de glissade, Parc Grovehill ()",2021,,,"
     1
    ","
     0
    "
   Lachine  ,"Aire de glissade, Parc Grovehill ()",2021,,,"
     1
    ","
     0
    "
   Lachine  ,"Aire de glissade, Parc Grovehill ()",2021,,,"
     1
    ","
     0
    "
   Lachine  ,"Aire de glissade, Parc Grovehill ()",2021,,,"
     1
    ","
     0
    "
   Villeray-Saint-Michel - Parc-Extension  ,"Aire de glissade, Parc Jarry ()",2021,,,"
     0
    ","
     0
    "
   Villeray-Saint-Michel - Parc-Extension  ,"Aire de glissade, Parc Jarry ()",2021,,,"
     0
    ","
     0
    "
   Villeray-Saint-Michel - Parc-Extension  ,"Aire de glissade, Parc Jarry ()",2021,,,"
     0
    ","
     0
    "
   Villeray-Saint-Michel - Parc-Extension  ,"Aire de glissade, Parc Jarry ()",2021,,,"
     0
    ","
     0
    "
   Villeray-Saint-Michel - Parc-Extension  ,"Aire de glissade, Parc Jarry ()",2021,,,"
     0
    ","
     0
    "
   Villeray-Saint-Michel - Parc-Extension  ,"Aire de glissade, Parc Jarry ()",2021,,,"
     0
    ","
     0
    "
   Rosemont - La Petite-Patrie  ,"Aire de glissade, Parc Lafond ()",2021,,,"
     1
    ","
     0
    "
   Rosemont - La Petite-Patrie  ,"Aire de glissade, Parc Lafond ()",2021,,,"
     1
    ","
     0
    "
   Rosemont - La Petite-Patrie  ,"Aire de glissade, Parc Lafond ()",2021,,,"
     1
    ","
     0
    "
   Rosemont - La Petite-Patrie  ,"Aire de glissade, Parc Lafond ()",2021,,,"
     1
    ","
     0
    "
   Rosemont - La Petite-Patrie  ,"Aire de glissade, Parc Lafond ()",2021,,,"
     1
    ","
     0
    "
   Rosemont - La Petite-Patrie  ,"Aire de glissade, Parc Lafond ()",2021,,,"
     1
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de glissade, Parc Van-Horne ()",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de glissade, Parc Van-Horne ()",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de glissade, Parc Van-Horne ()",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de glissade, Parc Van-Horne ()",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de glissade, Parc Van-Horne ()",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de glissade, Parc Van-Horne ()",2021,,,"
     None
    ","
     0
    "
   Saint-Léonard  ,"Aire de glissade, parc Coubertin ()",2021,,,"
     None
    ","
     0
    "
   Saint-Léonard  ,"Aire de glissade, parc Coubertin ()",2021,,,"
     None
    ","
     0
    "
   Saint-Léonard  ,"Aire de glissade, parc Coubertin ()",2021,,,"
     None
    ","
     0
    "
   Saint-Léonard  ,"Aire de glissade, parc Coubertin ()",2021,,,"
     None
    ","
     0
    "
   Saint-Léonard  ,"Aire de glissade, parc Coubertin ()",2021,,,"
     None
    ","
     0
    "
   Saint-Léonard  ,"Aire de glissade, parc Coubertin ()",2021,,,"
     None
    ","
     0
    "
   Saint-Léonard  ,"Aire de glissade, parc Delorme ()",2021,,,"
     None
    ","
     0
    "
   Saint-Léonard  ,"Aire de glissade, parc Delorme ()",2021,,,"
     None
    ","
     0
    "
   Saint-Léonard  ,"Aire de glissade, parc Delorme ()",2021,,,"
     None
    ","
     0
    "
   Saint-Léonard  ,"Aire de glissade, parc Delorme ()",2021,,,"
     None
    ","
     0
    "
   Saint-Léonard  ,"Aire de glissade, parc Delorme ()",2021,,,"
     None
    ","
     0
    "
   Saint-Léonard  ,"Aire de glissade, parc Delorme ()",2021,,,"
     None
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,François-Vaillancourt ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,François-Vaillancourt ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,François-Vaillancourt ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,François-Vaillancourt ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,François-Vaillancourt ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,François-Vaillancourt ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,Saint-Jean-Baptiste ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,Saint-Jean-Baptiste ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,Saint-Jean-Baptiste ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,Saint-Jean-Baptiste ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,Saint-Jean-Baptiste ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,Saint-Jean-Baptiste ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,Saint-Joseph ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,Saint-Joseph ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,Saint-Joseph ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,Saint-Joseph ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,Saint-Joseph ()",2021,,,"
     0
    ","
     0
    "
   Rivière-des-Prairies - Pointe-aux-Trembles  ,"Aire de glissade,Saint-Joseph ()",2021,,,"
     0
    ","
     0
    "
   Rosemont - La Petite-Patrie  ,"Aire de glissage, Parc Père-Marquette ()",2021,,,"
     1
    ","
     0
    "
   Rosemont - La Petite-Patrie  ,"Aire de glissage, Parc Père-Marquette ()",2021,,,"
     1
    ","
     0
    "
   Rosemont - La Petite-Patrie  ,"Aire de glissage, Parc Père-Marquette ()",2021,,,"
     1
    ","
     0
    "
   Rosemont - La Petite-Patrie  ,"Aire de glissage, Parc Père-Marquette ()",2021,,,"
     1
    ","
     0
    "
   Rosemont - La Petite-Patrie  ,"Aire de glissage, Parc Père-Marquette ()",2021,,,"
     1
    ","
     0
    "
   Rosemont - La Petite-Patrie  ,"Aire de glissage, Parc Père-Marquette ()",2021,,,"
     1
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Georges-Saint-Pierre (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Georges-Saint-Pierre (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Georges-Saint-Pierre (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Georges-Saint-Pierre (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Georges-Saint-Pierre (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Georges-Saint-Pierre (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Gilbert-Layton (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Gilbert-Layton (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Gilbert-Layton (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Gilbert-Layton (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Gilbert-Layton (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Gilbert-Layton (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Jean-Brillant (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Jean-Brillant (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Jean-Brillant (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Jean-Brillant (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Jean-Brillant (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Jean-Brillant (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, MacDonald (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, MacDonald (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, MacDonald (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, MacDonald (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, MacDonald (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, MacDonald (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Mackenzie-King (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Mackenzie-King (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Mackenzie-King (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Mackenzie-King (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Mackenzie-King (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Mackenzie-King (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Martin-Luther-King (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Martin-Luther-King (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Martin-Luther-King (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Martin-Luther-King (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Martin-Luther-King (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Martin-Luther-King (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Notre-Dame-de-Grâce (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Notre-Dame-de-Grâce (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Notre-Dame-de-Grâce (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Notre-Dame-de-Grâce (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Notre-Dame-de-Grâce (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, Notre-Dame-de-Grâce (PPL)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, William-Hurst (PP)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, William-Hurst (PP)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, William-Hurst (PP)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, William-Hurst (PP)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, William-Hurst (PP)",2021,,,"
     None
    ","
     0
    "
   Côte-des-Neiges - Notre-Dame-de-Grâce  ,"Aire de patinage libre, William-Hurst (PP)",2021,,,"
     None
    ","
     0
    "
   Saint-Léonard  ,"Anneau de glace, C.C.S.L. (PPL)",2021,,,"
     None
    ","
     None
    "
   Saint-Léonard  ,"Anneau de glace, C.C.S.L. (PPL)",2021,,,"
     None
    ","
     None
    "
   Saint-Léonard  ,"Anneau de glace, C.C.S.L. (PPL)",2021,,,"
     None
    ","
     None
    "
   Saint-Léonard  ,"Anneau de glace, C.C.S.L. (PPL)",2021,,,"
     None
    ","
     None
    "
   Saint-Léonard  ,"Anneau de glace, C.C.S.L. (PPL)",2021,,,"
     None
    ","
     None
    "
   Saint-Léonard  ,"Anneau de glace, C.C.S.L. (PPL)",2021,,,"
     None
    ","
     None
    "
   L'Île-Bizard - Sainte-Geneviève  ,"Anneau de glace, Parc Eugène-Dostie (PPL)",2021,,,"
     1
    ","
     1
    "
   L'Île-Bizard - Sainte-Geneviève  ,"Anneau de glace, Parc Eugène-Dostie (PPL)",2021,,,"
     1
    ","
     1
    "
   L'Île-Bizard - Sainte-Geneviève  ,"Anneau de glace, Parc Eugène-Dostie (PPL)",2021,,,"
     1
    ","
     1
    "
   L'Île-Bizard - Sainte-Geneviève  ,"Anneau de glace, Parc Eugène-Dostie (PPL)",2021,,,"
     1
    ","
     1
    "
   L'Île-Bizard - Sainte-Geneviève  ,"Anneau de glace, Parc Eugène-Dostie (PPL)",2021,,,"
     1
    ","
     1
    "
   L'Île-Bizard - Sainte-Geneviève  ,"Anneau de glace, Parc Eugène-Dostie (PPL)",2021,,,"
     1
    ","
     1
    "
   Anjou  ,"Anneau de glace, Parc Lucie-Bruneau (PPL)",2021,,,"
     None
    ","
     None
    "
   Anjou  ,"Anneau de glace, Parc Lucie-Bruneau (PPL)",2021,,,"
     None
    ","
     None
    "
   Anjou  ,"Anneau de glace, Parc Lucie-Bruneau (PPL)",2021,,,"
     None
    ","
     None
    "
   Anjou  ,"Anneau de glace, Parc Lucie-Bruneau (PPL)",2021,,,"
     None
    ","
     None
    "
   Anjou  ,"Anneau de glace, Parc Lucie-Bruneau (PPL)",2021,,,"
     None
    ","
     None
    "
   Anjou  ,"Anneau de glace, Parc Lucie-Bruneau (PPL)",2021,,,"
     None
    ","
     None
    "
   Anjou  ,"Anneau de glace, Parc Talcy (PPL)",2021,,,"
     None
    ","
     None
    "
   Anjou  ,"Anneau de glace, Parc Talcy (PPL)",2021,,,"
     None
    ","
     None
    "
   Anjou  ,"Anneau de glace, Parc Talcy (PPL)",2021,,,"
     None
    ","
     None
    "
   Anjou  ,"Anneau de glace, Parc Talcy (PPL)",2021,,,"
     None
    ","
     None
    "
   Anjou  ,"Anneau de glace, Parc Talcy (PPL)",2021,,,"
     None
    ","
     None
    "
   Anjou  ,"Anneau de glace, Parc Talcy (PPL)",2021,,,"
     None
    ","
     None
    "
   Saint-Léonard  ,"Anneau de glace, parc Laurier-MacDonald (PPL)",2021,,,"
     None
    ","
     None
    "
   Saint-Léonard  ,"Anneau de glace, parc Laurier-MacDonald (PPL)",2021,,,"
     None
    ","
     None
    "
   Saint-Léonard  ,"Anneau de glace, parc Laurier-MacDonald (PPL)",2021,,,"
     None
    ","
     None
    "
   Saint-Léonard  ,"Anneau de glace, parc Laurier-MacDonald (PPL)",2021,,,"
     None
    ","
     None
    "
   Saint-Léonard  ,"Anneau de glace, parc Laurier-MacDonald (PPL)",2021,,,"
     None
    ","
     None
    "
   Saint-Léonard  ,"Anneau de glace, parc Laurier-MacDonald (PPL)",2021,,,"
     None
    ","
     None
    "
   LaSalle  ,"Anneau à patiner ,  parc Hayward (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner ,  parc Hayward (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner ,  parc Hayward (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner ,  parc Hayward (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner ,  parc Hayward (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner ,  parc Hayward (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner,  parc Raymond (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner,  parc Raymond (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner,  parc Raymond (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner,  parc Raymond (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner,  parc Raymond (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner,  parc Raymond (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner,  parc Riverside (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner,  parc Riverside (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner,  parc Riverside (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner,  parc Riverside (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner,  parc Riverside (PPL)",2021,,,"
     None
    ","
     1
    "
   LaSalle  ,"Anneau à patiner,  parc Riverside (PPL)",2021,,,"
     None
    ","
     1
    "
Le Plateau-Mont-Royal,Bain Lévesque, ,Piscine intérieure,"955, Rue Marie-Anne Est", , 
Le Plateau-Mont-Royal,Bain Lévesque, ,Piscine intérieure,"955, Rue Marie-Anne Est", , 
Le Plateau-Mont-Royal,Bain Lévesque, ,Piscine intérieure,"955, Rue Marie-Anne Est", , 
Le Plateau-Mont-Royal,Bain Lévesque, ,Piscine intérieure,"955, Rue Marie-Anne Est", , 
Le Plateau-Mont-Royal,Bain Lévesque, ,Piscine intérieure,"955, Rue Marie-Anne Est", , 
Le Plateau-Mont-Royal,Bain Lévesque, ,Piscine intérieure,"955, Rue Marie-Anne Est", , 
Mercier–Hochelaga-Maisonneuve,Bain Morgan, ,Piscine intérieure,"1 875, Avenue Morgan", , 
Mercier–Hochelaga-Maisonneuve,Bain Morgan, ,Piscine intérieure,"1 875, Avenue Morgan", , 
Mercier–Hochelaga-Maisonneuve,Bain Morgan, ,Piscine intérieure,"1 875, Avenue Morgan", , 
Mercier–Hochelaga-Maisonneuve,Bain Morgan, ,Piscine intérieure,"1 875, Avenue Morgan", , 
Mercier–Hochelaga-Maisonneuve,Bain Morgan, ,Piscine intérieure,"1 875, Avenue Morgan", , 
Mercier–Hochelaga-Maisonneuve,Bain Morgan, ,Piscine intérieure,"1 875, Avenue Morgan", , 
Ville-Marie,Bain Quintal, ,Piscine intérieure,"1 550, Rue Dufresne", , 
Ville-Marie,Bain Quintal, ,Piscine intérieure,"1 550, Rue Dufresne", , 
Ville-Marie,Bain Quintal, ,Piscine intérieure,"1 550, Rue Dufresne", , 
Ville-Marie,Bain Quintal, ,Piscine intérieure,"1 550, Rue Dufresne", , 
